ID,CNNscore,CNNaffinity,smina_affinity,LinF9,RTMScore,Vinardo,CHEMPLP,rfscore_v1,rfscore_v3,vina_hydrophobic,vina_intra_hydrophobic
CHEMBL3133894_diffdock_1,0.2007944733,5.9506015778,6.40018,-2.78843,12.680828380477378,11.11829,-54.4902,6.906078491175487,6.719627731435229,42.71151763833108,8.39414193183845
CHEMBL3133894_diffdock_10,0.0190876033,4.9313297272,53.92138,15.04565,13.85398688221162,66.81385,-53.3071,6.810735940836936,6.509474213231213,72.96326102976273,7.308949130744768
CHEMBL3133894_diffdock_2,0.0288000945,5.3353395462,3.76706,-2.86049,17.121488275109943,7.19483,-66.0966,6.955249518648016,6.3803934975580034,58.530250781100136,7.730670253058673
CHEMBL3133894_diffdock_3,0.0336609147,5.4185428619,3.13395,-2.82138,13.92134668704111,6.54321,-63.1833,7.000572566988565,6.442943071872578,56.11634952551687,7.408636863489029
CHEMBL3133894_diffdock_4,0.1148258671,5.6161956787,12.197,-0.64802,14.013121392218556,18.69524,51.9728,6.901952568376064,6.592128815129317,47.05158211767644,9.76262732963794
CHEMBL3133894_diffdock_5,0.093236044,5.3274908066,18.8624,1.59965,13.4388232316765,26.67148,-52.0414,6.764999056277054,6.544453971916972,69.34320346970183,6.997732667884373
CHEMBL3133894_diffdock_6,0.0332314819,5.2502641678,28.63052,6.29581,13.92818097102902,37.93228,-50.4013,6.796305723665219,6.483878372682875,64.95229255905257,8.659408913560863
CHEMBL3133894_diffdock_7,0.0497701317,5.3421707153,23.7688,4.36838,12.966594187841991,32.02586,-39.6993,6.815584862748357,6.563690161671659,75.87130554658827,8.603032214259603
CHEMBL3133894_diffdock_8,0.0495441854,5.2303695679,35.83752,8.19421,12.991364025782454,46.0172,-57.8294,6.76855094155844,6.547221354811852,80.46421246425733,8.291472292940004
CHEMBL3133894_diffdock_9,0.0187133625,4.9646205902,45.13961,11.67998,12.511650068478998,56.28251,-44.5243,6.83815802453102,6.512723162171161,67.82466077537885,7.790605844627896
CHEMBL3133894_gnina_1,0.5547710657,6.5197229385,-8.46528,-7.73345,13.876927027452126,-7.60711,-67.8266,6.838084981629475,6.622366028693524,54.20502345169781,12.853620044612104
CHEMBL3133894_gnina_10,0.3283072412,5.939538002,-7.77343,-6.44919,15.617781127162315,-6.62267,-30.9315,6.728525885614382,6.426074232212227,54.44334976932239,6.529591321864199
CHEMBL3133894_gnina_2,0.5254711509,6.5954313278,-6.57913,-6.39523,12.241796273560269,-4.76752,-56.6841,6.806716035742027,6.461531147741147,48.35029727613812,9.3469953335043
CHEMBL3133894_gnina_3,0.4257034063,5.6448383331,-6.1082,-5.90787,21.176711868584697,-6.0401,-53.136,6.689556272727272,6.285413304600628,32.3594925546453,8.331325707288746
CHEMBL3133894_gnina_4,0.4160864651,6.3841686249,-7.63476,-7.53633,6.7389725746776605,-5.93528,45.1547,6.83483591269841,6.5464221600066566,49.201296660447,5.744850397513579
CHEMBL3133894_gnina_5,0.3632603288,4.9795722961,-5.77705,-5.38218,16.045669035595008,-5.51963,-46.5792,5.756731828282834,5.679287385059388,26.72017168710194,11.095614320457772
CHEMBL3133894_gnina_6,0.3685455322,6.15782547,-7.2201,-6.50791,13.230902502427806,-6.47735,-52.2683,6.89367403613053,6.456270877344879,35.44169728090432,12.998724126821338
CHEMBL3133894_gnina_7,0.3599741459,6.3474435806,-6.89896,-6.86156,14.56519595682234,-5.54766,-64.9369,6.904952252358747,6.68324349100899,37.79356703403611,16.074411332680487
CHEMBL3133894_gnina_8,0.3581691384,6.0745801926,-7.85827,-6.65524,16.976262629383488,-6.76043,-61.7913,6.974526034687527,6.606204555516378,38.69897479038331,8.766200453690407
CHEMBL3133894_gnina_9,0.3199234009,6.0123634338,-7.38677,-6.99893,14.785916173080643,-6.5495,-58.5346,6.900508330225324,6.46704073792874,47.76286694182379,7.314450176198902
CHEMBL3133894_plants_01,0.1925093681,5.8744029999,-7.72152,-6.9712,13.630339100994592,-7.21173,-73.6791,6.870829251859246,6.45638947097347,48.71427390919212,4.258578836337014
CHEMBL3133894_plants_02,0.4504241347,5.8813400269,-7.15436,-6.66345,13.730874313126671,-6.62684,-72.9539,6.643339024142519,6.467337790892109,42.22522083761672,5.313941436643269
CHEMBL3133894_plants_03,0.647383213,6.650147438,-8.08659,-7.28921,12.554529442690598,-6.89823,-72.9386,6.762601727661223,6.676157929847924,62.58856168662452,11.9272331585202
CHEMBL3133894_plants_04,0.2399991155,6.1398496628,-6.587,-6.84706,9.97208254107667,-4.9039,-70.7484,6.769070961038957,6.597572654361979,40.41836666138951,7.675984373962306
CHEMBL3133894_plants_05,0.8054490685,6.572470665,-7.78997,-7.06246,11.052860400357138,-7.16563,-70.0045,6.87283862271062,6.606915076590076,45.789027918848674,11.68632787468314
CHEMBL3133894_plants_06,0.1488194317,5.9443120956,-6.65721,-6.53533,14.108498541264035,-5.03514,-70.0069,6.9006920193695125,6.505382929736927,53.19141422097238,4.64396493742958
CHEMBL3133894_plants_07,0.1843843907,5.9293956757,-7.27951,-6.72505,9.56165967136688,-5.82178,-69.6978,6.968611786047281,6.569748408036402,50.11505602309568,5.050293521399723
CHEMBL3133894_plants_08,0.3554210365,6.539978981,-6.69625,-6.69763,11.522757327406996,-5.39709,-68.3576,6.8672091688311605,6.6972789211899215,62.30505543792808,12.126268581411846
CHEMBL3133894_plants_09,0.3711020052,6.2454662323,-6.94236,-6.63206,15.05039461829585,-5.88474,-67.6562,6.982498523254519,6.735317284382281,44.5281616892612,9.636779312740746
CHEMBL3133894_plants_10,0.1837029159,5.923406601,-6.7805,-6.33081,15.993486374789857,-5.78164,-66.8972,7.147127194694193,6.645772014430014,47.71430856015477,16.652524522904045
CHEMBL3133894_smina_1,0.5533083677,6.5269565582,-8.46528,-7.30676,13.876926761326054,-7.60711,-67.8266,6.838084981629473,6.622366028693524,54.20502345169781,12.853620044612104
CHEMBL3133894_smina_10,0.2653566301,6.1403093338,-7.19469,-7.37444,13.009139369483114,-6.03824,-63.7086,6.962627059773557,6.694595953546451,46.619190305260375,6.085798447519922
CHEMBL3133894_smina_2,0.2651515901,6.1283988953,-8.33697,-7.70665,6.050591158503332,-7.19987,-44.1724,6.94983039072038,6.630116944832937,58.58718675931268,4.97425655856717
CHEMBL3133894_smina_3,0.3314140439,6.0805702209,-7.85827,-6.65524,16.976262629383488,-6.76043,-61.7913,6.974526034687526,6.606204555516377,38.69897479038331,8.766200453690407
CHEMBL3133894_smina_4,0.3250685036,5.9438199997,-7.77343,-6.44919,15.617781127162315,-6.62267,-30.9315,6.728525885614382,6.426074232212226,54.44334976932239,6.529591321864199
CHEMBL3133894_smina_5,0.2317111194,5.9101572037,-7.75244,-7.40447,14.762081116156123,-7.34976,-72.3215,6.831579616938611,6.416346670107668,46.07754438416855,4.415267974492672
CHEMBL3133894_smina_6,0.411588341,6.3859643936,-7.63476,-7.58109,6.7389725746776605,-5.93528,45.1547,6.83483591269841,6.5464221600066566,49.201296660447,5.744850397513579
CHEMBL3133894_smina_7,0.3303236365,6.0022249222,-7.38677,-6.40351,14.785916173080643,-6.5495,-58.5346,6.900508330225324,6.467040737928739,47.76286694182379,7.314450176198902
CHEMBL3133894_smina_8,0.1938309073,5.8138418198,-7.25685,-6.89424,13.92352611711809,-6.55439,-52.4282,6.894193816350311,6.485722423537246,39.04425596748665,11.393668497031044
CHEMBL3133894_smina_9,0.3573417664,6.1616754532,-7.2201,-6.9346,13.230902502427806,-6.47735,-52.2683,6.89367403613053,6.456270877344879,35.44169728090432,12.998724126821338
CHEMBL460721_diffdock_1,0.4143343568,6.2619657516,6.77582,-0.81342,12.26115499966234,10.65905,427.755,7.688918500499494,7.440571193362193,47.65733150691352,12.617398554727952
CHEMBL460721_diffdock_10,0.2696816325,5.9860200882,8.30113,0.70735,10.96434691218613,12.24397,90.3057,7.801364527250522,7.121803623376628,51.45721748120656,13.140863244464011
CHEMBL460721_diffdock_2,0.1603561789,6.5486097336,7.72585,-0.49422,11.771039596131596,12.36054,-6.16601,7.7178274245199185,7.363136019480522,60.262727299623904,16.634417016619476
CHEMBL460721_diffdock_3,0.21105434,6.0360002518,8.45828,0.18093,12.276426694929336,12.73315,47.4769,7.726253729603726,7.302451665223669,53.27415209460615,14.617493139414057
CHEMBL460721_diffdock_4,0.0633443296,5.7142248154,15.55933,4.00465,13.91163437891904,21.55592,-22.1873,7.689062184149178,7.220776369408371,58.26558461451454,15.289789205353271
CHEMBL460721_diffdock_5,0.1485829055,6.4036283493,4.96535,-1.30494,12.337038353966118,8.40264,-35.3922,7.738535591075587,7.373408345154848,50.04315744364282,18.36837125480911
CHEMBL460721_diffdock_6,0.5065277219,6.0389595032,9.49052,1.34403,12.69893078841171,14.42285,44.2408,7.730882189199684,7.186496826673329,51.53144190207951,11.062157939243235
CHEMBL460721_diffdock_7,0.1761304438,5.9814453125,8.79481,0.68263,10.919612581231547,13.16527,22.3589,7.665493338550331,7.230767583694087,52.39755148571528,13.890875895679612
CHEMBL460721_diffdock_8,0.0280100647,5.5444145203,24.6838,8.05744,10.755495758371772,33.54181,431.752,7.70080704489954,7.061305215506717,63.69705674059678,13.804812723944568
CHEMBL460721_diffdock_9,0.1907240599,5.8278446198,5.89724,-0.64336,12.52073447650641,9.21469,269.843,7.810231162171157,7.107552003108015,54.75070656898934,13.592339630524211
CHEMBL460721_gnina_1,0.8529469371,7.5326013565,-7.37936,-7.93282,16.02858652807756,-8.39334,-16.4032,7.721430132201123,7.515753412587405,43.86578279353474,23.57059952291373
CHEMBL460721_gnina_10,0.4927340746,7.1313171387,-7.35175,-7.35255,13.007525224623649,-8.12197,318.301,7.774722814740812,7.410401499722489,39.91433940554767,27.918779747776576
CHEMBL460721_gnina_2,0.7915649414,7.6741895676,-7.00137,-7.22355,16.908794282295712,-8.0831,-16.3627,7.750918371017865,7.473101659673652,36.72400621059369,26.889488779199013
CHEMBL460721_gnina_3,0.6950133443,7.156619072,-7.6113,-7.05741,21.74758803040656,-8.5001,-41.6977,7.782281532412034,7.526053388000881,45.95037546089728,15.674434197804112
CHEMBL460721_gnina_4,0.6289763451,7.1152210236,-7.35967,-6.61996,22.00982179231894,-8.224,-26.8569,7.771116064158062,7.5425410154845105,47.66417256372793,13.477949431269082
CHEMBL460721_gnina_5,0.6165164113,6.6307134628,-6.5213,-6.2716,17.10679816635661,-6.77075,-36.3289,7.739912556443556,7.225467023310018,39.14491652630132,14.306902305912828
CHEMBL460721_gnina_6,0.5749217272,7.5022239685,-6.52189,-6.8633,13.46911247070831,-6.41202,-30.7899,7.701918497280491,7.425325440503935,32.28108606408656,39.60088618829854
CHEMBL460721_gnina_7,0.5458815098,7.0383358002,-6.38431,-6.16895,17.433307054219934,-6.9702,-45.3239,7.719974344877343,7.222695631146632,34.877147693987595,19.08879252803468
CHEMBL460721_gnina_8,0.5313700438,7.078587532,-7.45247,-7.16021,20.83368516632548,-8.05822,-1.4524,7.743997567654568,7.168120033022534,51.0472879801022,15.18583124242807
CHEMBL460721_gnina_9,0.5217507482,7.3898820877,-7.17004,-7.33293,9.4245463725093,-6.73226,349.26,7.705295268453758,7.210277066877563,44.81863783500414,41.21443959607629
CHEMBL460721_plants_01,0.4603765309,7.4589128494,-6.41816,-6.92343,19.31558507887657,-6.37954,-87.4059,7.689037251859245,7.283102568931066,43.1255502892385,22.853545054937584
CHEMBL460721_plants_02,0.0190261863,6.9552526474,-6.38325,-7.43946,17.08517941112205,-4.981,-87.1857,7.796747131479627,7.232139194472194,54.304821736685454,16.132798859261786
CHEMBL460721_plants_03,0.1407233924,7.0854759216,-6.65924,-6.89288,17.757133133443983,-6.80651,-84.883,7.655995180930168,6.982741005161504,50.9244881246165,26.26621109663072
CHEMBL460721_plants_04,0.0105776023,6.947183609,-7.0202,-7.71563,13.577309059350425,-5.96603,-84.7557,7.66792442368742,7.150824723332224,46.47116488263775,20.33963646323028
CHEMBL460721_plants_05,0.0187260397,6.9960241318,-6.64882,-7.25532,15.297716462456076,-5.93193,-83.6541,7.70329832761682,6.996271796925299,56.29296003081976,20.950505116409087
CHEMBL460721_plants_06,0.1853520274,7.3181409836,-6.26508,-7.08675,19.19163142833832,-5.75863,-80.7243,7.6875986082806,7.097435292096793,46.874186788345725,22.111143159993865
CHEMBL460721_plants_07,0.0127383554,6.9142284393,-6.6046,-7.21205,16.223535865319075,-5.7092,-80.109,7.764069655178148,7.210727185647682,37.60119602623158,23.31994206102152
CHEMBL460721_plants_08,0.5127592683,7.4671669006,-6.69018,-6.9715,21.35723118429792,-7.41827,-78.1619,7.720279138694634,7.394738162337653,38.56061894906477,29.5465539820682
CHEMBL460721_plants_09,0.0059173256,6.6408433914,-6.36371,-6.7179,17.069855303242427,-5.29599,-74.1272,7.638691416361409,7.084996037962039,49.59964787624533,21.027401045514125
CHEMBL460721_plants_10,0.0213287994,7.1337947845,-4.89869,-6.91663,17.67965753328484,-3.23342,-73.5063,7.760348178377171,7.506622758075251,67.52370578338414,19.46597483917555
CHEMBL460721_smina_1,0.6950133443,7.156619072,-7.6113,-7.05741,21.7475879248951,-8.5001,-41.6977,7.782281532412034,7.526053388000882,45.95037546089728,15.674434197804112
CHEMBL460721_smina_10,0.7915649414,7.6741895676,-7.00137,-7.22355,16.908794282295712,-8.0831,-16.3627,7.750918371017865,7.473101659673652,36.72400621059369,26.889488779199013
CHEMBL460721_smina_2,0.5313700438,7.078587532,-7.45247,-7.16021,20.83368516632548,-8.05822,-1.4524,7.743997567654568,7.168120033022534,51.0472879801022,15.18583124242807
CHEMBL460721_smina_3,0.8529469371,7.5326013565,-7.37936,-7.93282,16.0285869069686,-8.39334,-16.4032,7.721430132201121,7.515753412587405,43.86578279353474,23.57059952291373
CHEMBL460721_smina_4,0.6289763451,7.1152210236,-7.35967,-6.61996,22.00982179231894,-8.224,-26.8569,7.771116064158062,7.5425410154845105,47.66417256372793,13.477949431269082
CHEMBL460721_smina_5,0.4927340746,7.1313171387,-7.35175,-7.35255,13.007525224623649,-8.12197,318.301,7.774722814740812,7.41040149972249,39.91433940554767,27.918779747776576
CHEMBL460721_smina_6,0.5217507482,7.3898820877,-7.17004,-7.33293,9.4245463725093,-6.73226,349.26,7.705295268453758,7.210277066877563,44.81863783500414,41.21443959607629
CHEMBL460721_smina_7,0.0608947203,6.7074632645,-7.14054,-6.43349,16.56496338658279,-6.52139,-18.8241,7.817937986513476,7.125241502109,41.66948867755039,16.57191871510527
CHEMBL460721_smina_8,0.0533714965,6.9516239166,-7.05937,-7.42618,15.98728442131782,-5.76062,-60.7925,7.673789320512817,7.435981589355084,32.79124161122525,16.570081315471526
CHEMBL460721_smina_9,0.1268542111,6.6596803665,-7.04172,-6.68688,16.377456946517476,-7.24995,87.142,7.792308416916415,7.092976389110887,45.32014711268201,23.200189407109697
CHEMBL4858409_diffdock_1,0.0691332519,6.5093297958,23.85215,5.45976,20.154798527310746,27.92634,-41.9009,8.181337194860697,7.606655494949492,41.52938382314486,9.257702933515931
CHEMBL4858409_diffdock_10,0.0785929188,6.4882631302,33.15903,9.77209,18.456520015236723,38.82744,-29.8279,8.049349060661566,7.391722262626261,40.10449369460345,9.002046579350539
CHEMBL4858409_diffdock_2,0.0647554845,6.3746261597,27.28089,7.30996,18.163013410649715,32.36379,-35.1653,8.198297346375849,7.473490185425684,37.70170630290863,8.894188353060429
CHEMBL4858409_diffdock_3,0.0791449696,6.5132665634,36.26891,10.85433,20.55092305939972,42.51818,-46.0908,8.104199339160843,7.48889159595959,40.89774883563504,9.510837075015957
CHEMBL4858409_diffdock_4,0.0339882597,6.2489204407,32.34846,9.19668,19.237267226334083,37.38062,-38.7696,8.159174497169502,7.497152891774895,36.33025934328244,9.563612354924476
CHEMBL4858409_diffdock_5,0.1130928919,6.5514364243,30.71839,8.62473,22.039335683216606,36.45389,-38.3453,7.982045520979024,7.443844946997449,45.4691799197288,9.359439316591123
CHEMBL4858409_diffdock_6,0.3281986117,6.7839717865,19.45261,3.43007,17.622427784256598,22.71505,-26.5122,8.018071393994898,7.417301200965702,37.42482408715407,10.055414530027594
CHEMBL4858409_diffdock_7,0.0270058699,6.1830539703,42.57117,13.27124,17.484178969509365,50.48232,-51.3707,8.27820692940393,7.687886342712839,48.15697133812367,9.347118839181183
CHEMBL4858409_diffdock_8,0.04491188,6.3490467072,34.70731,10.39454,18.446565871807543,41.03339,-29.3582,8.112645489232992,7.404499352092355,33.63560784977362,9.516445534827769
CHEMBL4858409_diffdock_9,0.0371161141,6.2856760025,37.17375,11.09961,18.96215091279512,43.83649,-24.3558,8.20137772732823,7.556614065656566,48.64172999879737,8.613767321198685
CHEMBL4858409_gnina_1,0.8888319135,7.2203512192,-8.57141,-8.10428,23.622609271857865,-8.36211,-37.4952,7.848767883893892,7.387976595959597,37.095715413039954,4.83181313140328
CHEMBL4858409_gnina_10,0.5267527699,6.8457136154,-7.99684,-7.85126,14.268982587177346,-7.13165,-54.4057,7.9199240094350145,7.517370277056279,44.5425322171006,3.0848267522248403
CHEMBL4858409_gnina_2,0.8457456827,7.0473117828,-8.00078,-7.54245,22.751245812533345,-7.73592,-27.5256,7.889388052336558,7.308693144799643,37.45751233632516,4.782335278151356
CHEMBL4858409_gnina_3,0.8215481639,7.1035614014,-7.74868,-7.35353,22.38288959866514,-7.51308,-66.6763,7.718896099622605,7.286817469696967,34.486360754998955,4.440345196202159
CHEMBL4858409_gnina_4,0.7929556966,7.097319603,-8.43409,-8.29356,19.81355652733514,-8.24282,-47.4964,7.868128021700526,7.455324907203914,47.01885636681804,5.49588429341285
CHEMBL4858409_gnina_5,0.6875603199,6.9598999023,-8.43059,-8.30709,17.5112836396265,-8.36334,9.63894,7.733583443778449,7.236842599178602,22.596641474811907,2.812363803637446
CHEMBL4858409_gnina_6,0.6663348675,7.0648460388,-7.96301,-7.76054,19.93612704334884,-7.71035,-63.3458,7.878593735264745,7.453483414141417,46.49956335076993,5.299028190416351
CHEMBL4858409_gnina_7,0.650159359,7.0065422058,-7.13636,-7.25654,9.36814705638237,-6.10729,53.5495,7.928978183316692,7.466298373737372,29.75534462994881,2.5577210665399743
CHEMBL4858409_gnina_8,0.5543153286,6.6065940857,-7.42108,-7.44237,15.104476904879984,-6.79067,-31.28,7.660563074481079,7.0793221075036055,20.64588498768982,6.920850039891484
CHEMBL4858409_gnina_9,0.5389327407,6.733086586,-7.97071,-7.94008,8.80613689411082,-7.50667,3.34346,7.880321349983359,7.552325006493513,34.040881674615854,1.9494604846569457
CHEMBL4858409_plants_01,0.0108203376,6.4806623459,-6.22817,-7.76277,16.937530397601115,-3.48858,-74.9385,7.969872486069488,7.635080982683984,40.09419676121225,9.65427276760762
CHEMBL4858409_plants_02,0.3287398815,7.1918621063,-7.52922,-8.35909,20.924486680117145,-6.68025,-73.5529,8.090120917804422,7.621419363636367,47.147817880742416,5.017372341794378
CHEMBL4858409_plants_03,0.5203859806,7.2290334702,-6.43414,-8.25902,23.14062812706996,-6.21109,-72.7292,8.056776036852039,7.642233200577198,34.24751385136966,12.45603457016298
CHEMBL4858409_plants_04,0.2561524212,6.9628305435,-7.33045,-8.04241,18.49603265381718,-6.65493,-72.7068,8.028016142191143,7.432455431346431,31.59096675656409,9.999681530846074
CHEMBL4858409_plants_05,0.0172922499,6.3423471451,-6.89444,-7.41054,21.147806320151226,-5.4237,-66.6985,8.111061293706298,7.348437114718613,27.96862293704172,12.709320046291367
CHEMBL4858409_plants_06,0.1597340107,6.9524230957,-6.9191,-8.09905,22.6053646150988,-6.39827,-63.6718,8.134226497169502,7.630682306637808,45.42353942219611,2.9084754812096865
CHEMBL4858409_plants_07,0.0086194342,5.905547142,-5.93469,-6.77182,17.61712120753481,-3.7711,-61.4217,7.578613678654682,7.1300477938727935,25.65104452713357,8.33128902026949
CHEMBL4858409_plants_08,0.2384113818,6.9148702621,-6.44398,-7.24653,23.320860187211977,-5.39166,-60.9679,8.024102980574986,7.579386668109666,50.607311128850725,8.59632621849135
CHEMBL4858409_plants_09,0.0058764266,6.3257827759,-5.32258,-8.10522,15.64630188457807,-2.92169,-60.8909,8.002451955766453,7.6251399003219,43.77401005692675,11.020669766187169
CHEMBL4858409_plants_10,0.0019910471,6.0401105881,-4.98105,-6.87911,17.472611858696293,-1.82079,-58.3562,8.085992492562992,7.378639595959598,25.72028136898229,9.60330604308584
CHEMBL4858409_smina_1,0.0218608137,6.5609970093,-8.90397,-9.37061,11.976550219540425,-6.79221,-27.1018,7.780221340326342,7.7105720148185135,43.37143124475477,4.793648632355138
CHEMBL4858409_smina_10,0.0330777578,6.2817382812,-8.07041,-7.4825,16.67366156192571,-7.40123,95.3282,7.993514003163507,7.343047386724387,43.07772889271427,4.414073546031867
CHEMBL4858409_smina_2,0.1510770321,6.2634401321,-8.87635,-8.23704,16.115543079507052,-8.94107,-4.95664,7.827699728660232,7.494410483571989,32.24783997170218,3.3232854663725853
CHEMBL4858409_smina_3,0.4831141531,7.2144632339,-8.80457,-8.77955,8.068044922567394,-8.04957,58.1463,8.025260880452883,7.69726214718615,39.00309409214415,16.22423780528745
CHEMBL4858409_smina_4,0.8888319135,7.2203512192,-8.57141,-8.10428,23.622609271857865,-8.36211,-37.4952,7.848767883893892,7.387976595959598,37.095715413039954,4.83181313140328
CHEMBL4858409_smina_5,0.7929556966,7.097319603,-8.43409,-8.29356,19.81355652733514,-8.24282,-47.4964,7.868128021700525,7.455324907203915,47.01885636681804,5.49588429341285
CHEMBL4858409_smina_6,0.6875603199,6.9598999023,-8.43059,-8.30709,17.5112836396265,-8.36334,9.63894,7.733583443778448,7.236842599178602,22.596641474811907,2.812363803637446
CHEMBL4858409_smina_7,0.1611829996,6.8188352585,-8.41465,-8.28348,20.19845504512688,-7.76295,-47.6828,7.888099147963151,7.238127015151513,41.075365957039885,5.076801168199564
CHEMBL4858409_smina_8,0.2921438515,6.5824594498,-8.36112,-7.48415,17.298272475924644,-7.63746,39.9492,7.887909934454435,7.362744087468094,19.13082798059789,3.5753165281469723
CHEMBL4858409_smina_9,0.041787263,6.325963974,-8.08611,-8.32192,19.715707879833523,-6.88566,-27.7946,8.013964360805863,7.319907981962484,41.633641671136765,4.675763829896624
